name,position,pitching_and_batting,height_and_weight,birthday,career,draft,team_2010,match_2010,plate_appearance_2010,at_bat_2010,run_2010,hit_2010,two_hit_2010,three_hit_2010,homerun_2010,total_base_2010,rbi_2010,steal_2010,steal_death_2010,sacrifice_bunt_2010,sacrifice_fly_2010,four_balls_2010,dead_ball_2010,strikeout_2010,double_play_2010,batting_ave_2010,slugging_ave_2010,on_base_ave_2010,pitching_appearance_2010,win_2010,lose_2010,save_2010,hold_2010,hold_point_2010,complete_game_2010,shutout_2010,no_four_balls_2010,win_rate_2010,batter_2010,time_2010,give_up_hit_2010,give_up_home_run_2010,give_four_balls_2010,give_dead_ball_2010,get_strikeout_2010,wild_pitch_2010,boke_2010,give_run_2010,give_responsible_run_2010,earned_run_ave_2010,team_2011,match_2011,plate_appearance_2011,at_bat_2011,run_2011,hit_2011,two_hit_2011,three_hit_2011,homerun_2011,total_base_2011,rbi_2011,steal_2011,steal_death_2011,sacrifice_bunt_2011,sacrifice_fly_2011,four_balls_2011,dead_ball_2011,strikeout_2011,double_play_2011,batting_ave_2011,slugging_ave_2011,on_base_ave_2011,pitching_appearance_2011,win_2011,lose_2011,save_2011,hold_2011,hold_point_2011,complete_game_2011,shutout_2011,no_four_balls_2011,win_rate_2011,batter_2011,time_2011,give_up_hit_2011,give_up_home_run_2011,give_four_balls_2011,give_dead_ball_2011,get_strikeout_2011,wild_pitch_2011,boke_2011,give_run_2011,give_responsible_run_2011,earned_run_ave_2011,team_2012,match_2012,plate_appearance_2012,at_bat_2012,run_2012,hit_2012,two_hit_2012,three_hit_2012,homerun_2012,total_base_2012,rbi_2012,steal_2012,steal_death_2012,sacrifice_bunt_2012,sacrifice_fly_2012,four_balls_2012,dead_ball_2012,strikeout_2012,double_play_2012,batting_ave_2012,slugging_ave_2012,on_base_ave_2012,pitching_appearance_2012,win_2012,lose_2012,save_2012,hold_2012,hold_point_2012,complete_game_2012,shutout_2012,no_four_balls_2012,win_rate_2012,batter_2012,time_2012,give_up_hit_2012,give_up_home_run_2012,give_four_balls_2012,give_dead_ball_2012,get_strikeout_2012,wild_pitch_2012,boke_2012,give_run_2012,give_responsible_run_2012,earned_run_ave_2012,team_2013,match_2013,plate_appearance_2013,at_bat_2013,run_2013,hit_2013,two_hit_2013,three_hit_2013,homerun_2013,total_base_2013,rbi_2013,steal_2013,steal_death_2013,sacrifice_bunt_2013,sacrifice_fly_2013,four_balls_2013,dead_ball_2013,strikeout_2013,double_play_2013,batting_ave_2013,slugging_ave_2013,on_base_ave_2013,pitching_appearance_2013,win_2013,lose_2013,save_2013,hold_2013,hold_point_2013,complete_game_2013,shutout_2013,no_four_balls_2013,win_rate_2013,batter_2013,time_2013,give_up_hit_2013,give_up_home_run_2013,give_four_balls_2013,give_dead_ball_2013,get_strikeout_2013,wild_pitch_2013,boke_2013,give_run_2013,give_responsible_run_2013,earned_run_ave_2013,team_2014,match_2014,plate_appearance_2014,at_bat_2014,run_2014,hit_2014,two_hit_2014,three_hit_2014,homerun_2014,total_base_2014,rbi_2014,steal_2014,steal_death_2014,sacrifice_bunt_2014,sacrifice_fly_2014,four_balls_2014,dead_ball_2014,strikeout_2014,double_play_2014,batting_ave_2014,slugging_ave_2014,on_base_ave_2014,pitching_appearance_2014,win_2014,lose_2014,save_2014,hold_2014,hold_point_2014,complete_game_2014,shutout_2014,no_four_balls_2014,win_rate_2014,batter_2014,time_2014,give_up_hit_2014,give_up_home_run_2014,give_four_balls_2014,give_dead_ball_2014,get_strikeout_2014,wild_pitch_2014,boke_2014,give_run_2014,give_responsible_run_2014,earned_run_ave_2014,team_2015,match_2015,plate_appearance_2015,at_bat_2015,run_2015,hit_2015,two_hit_2015,three_hit_2015,homerun_2015,total_base_2015,rbi_2015,steal_2015,steal_death_2015,sacrifice_bunt_2015,sacrifice_fly_2015,four_balls_2015,dead_ball_2015,strikeout_2015,double_play_2015,batting_ave_2015,slugging_ave_2015,on_base_ave_2015,pitching_appearance_2015,win_2015,lose_2015,save_2015,hold_2015,hold_point_2015,complete_game_2015,shutout_2015,no_four_balls_2015,win_rate_2015,batter_2015,time_2015,give_up_hit_2015,give_up_home_run_2015,give_four_balls_2015,give_dead_ball_2015,get_strikeout_2015,wild_pitch_2015,boke_2015,give_run_2015,give_responsible_run_2015,earned_run_ave_2015,team_2016,match_2016,plate_appearance_2016,at_bat_2016,run_2016,hit_2016,two_hit_2016,three_hit_2016,homerun_2016,total_base_2016,rbi_2016,steal_2016,steal_death_2016,sacrifice_bunt_2016,sacrifice_fly_2016,four_balls_2016,dead_ball_2016,strikeout_2016,double_play_2016,batting_ave_2016,slugging_ave_2016,on_base_ave_2016,pitching_appearance_2016,win_2016,lose_2016,save_2016,hold_2016,hold_point_2016,complete_game_2016,shutout_2016,no_four_balls_2016,win_rate_2016,batter_2016,time_2016,give_up_hit_2016,give_up_home_run_2016,give_four_balls_2016,give_dead_ball_2016,get_strikeout_2016,wild_pitch_2016,boke_2016,give_run_2016,give_responsible_run_2016,earned_run_ave_2016,team_2017,match_2017,plate_appearance_2017,at_bat_2017,run_2017,hit_2017,two_hit_2017,three_hit_2017,homerun_2017,total_base_2017,rbi_2017,steal_2017,steal_death_2017,sacrifice_bunt_2017,sacrifice_fly_2017,four_balls_2017,dead_ball_2017,strikeout_2017,double_play_2017,batting_ave_2017,slugging_ave_2017,on_base_ave_2017,pitching_appearance_2017,win_2017,lose_2017,save_2017,hold_2017,hold_point_2017,complete_game_2017,shutout_2017,no_four_balls_2017,win_rate_2017,batter_2017,time_2017,give_up_hit_2017,give_up_home_run_2017,give_four_balls_2017,give_dead_ball_2017,get_strikeout_2017,wild_pitch_2017,boke_2017,give_run_2017,give_responsible_run_2017,earned_run_ave_2017,team_2018,match_2018,plate_appearance_2018,at_bat_2018,run_2018,hit_2018,two_hit_2018,three_hit_2018,homerun_2018,total_base_2018,rbi_2018,steal_2018,steal_death_2018,sacrifice_bunt_2018,sacrifice_fly_2018,four_balls_2018,dead_ball_2018,strikeout_2018,double_play_2018,batting_ave_2018,slugging_ave_2018,on_base_ave_2018,pitching_appearance_2018,win_2018,lose_2018,save_2018,hold_2018,hold_point_2018,complete_game_2018,shutout_2018,no_four_balls_2018,win_rate_2018,batter_2018,time_2018,give_up_hit_2018,give_up_home_run_2018,give_four_balls_2018,give_dead_ball_2018,get_strikeout_2018,wild_pitch_2018,boke_2018,give_run_2018,give_responsible_run_2018,earned_run_ave_2018,team_2019,match_2019,plate_appearance_2019,at_bat_2019,run_2019,hit_2019,two_hit_2019,three_hit_2019,homerun_2019,total_base_2019,rbi_2019,steal_2019,steal_death_2019,sacrifice_bunt_2019,sacrifice_fly_2019,four_balls_2019,dead_ball_2019,strikeout_2019,double_play_2019,batting_ave_2019,slugging_ave_2019,on_base_ave_2019,pitching_appearance_2019,win_2019,lose_2019,save_2019,hold_2019,hold_point_2019,complete_game_2019,shutout_2019,no_four_balls_2019,win_rate_2019,batter_2019,time_2019,give_up_hit_2019,give_up_home_run_2019,give_four_balls_2019,give_dead_ball_2019,get_strikeout_2019,wild_pitch_2019,boke_2019,give_run_2019,give_responsible_run_2019,earned_run_ave_2019
三輪　正義,内野手,右投左打,168cm／70kg,1984年1月23日,下関中央工-山口産業-四国・香川,2007年大学生・社会人ドラフト6巡目,東京ヤクルト,10,16,16,2,3,0,0,0,3,0,1,1,0,0,0,0,0,0,.188,.188,.188,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,東京ヤクルト,54,16,13,15,1,0,0,0,1,0,5,2,3,0,0,0,2,0,.077,.077,.077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,東京ヤクルト,65,39,29,15,8,1,0,0,9,0,6,1,8,0,2,0,5,0,.276,.310,.323,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,東京ヤクルト,75,56,45,10,15,0,0,0,15,5,6,0,5,0,6,0,6,0,.333,.333,.412,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,東京ヤクルト,32,22,20,7,5,1,0,0,6,1,0,0,1,0,1,0,2,1,.250,.300,.286,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,東京ヤクルト,87,102,86,13,20,1,2,0,25,7,4,2,6,1,9,0,23,1,.233,.291,.302,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,東京ヤクルト,51,41,33,9,8,0,1,0,10,2,1,0,5,0,3,0,10,1,.242,.303,.306,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,東京ヤクルト,16,6,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,.000,.000,.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,東京ヤクルト,25,24,17,2,2,0,0,0,2,1,0,0,5,0,2,0,4,0,.118,.118,.211,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
若月　健矢,捕手,右投右打,179cm／90kg,1995年10月4日,花咲徳栄高,2013年ドラフト3位,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,5,11,11,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,.091,.091,.091,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,85,262,229,22,52,13,0,0,65,20,0,0,23,0,4,6,42,5,.227,.284,.259,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,100,256,218,16,44,8,2,1,59,18,0,0,23,2,10,3,50,9,.202,.271,.245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,114,302,269,22,66,9,2,1,82,27,1,0,23,1,7,2,80,6,.245,.305,.269,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,138,348,298,21,53,9,0,1,65,21,2,0,25,0,21,4,73,4,.178,.218,.241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
陽川　尚将,内野手,右投右打,180cm／89kg,1991年7月17日,金光大阪高-東京農業大,2013年ドラフト3位,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,阪神,29,77,72,6,12,0,0,2,18,4,0,0,0,0,4,1,22,0,.167,.250,.221,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,阪神,12,19,18,1,3,0,0,1,6,1,0,0,0,0,1,0,8,0,.167,.333,.211,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,阪神,75,299,274,27,69,16,5,6,113,48,5,0,0,1,17,7,76,7,.252,.412,.311,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,阪神,28,60,55,3,6,1,0,3,16,4,0,0,1,0,4,0,19,2,.109,.291,.169,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
白根　尚貴,-,右投右打,186cm／90kg,1993年4月28日,開星高,2011年ドラフト4位,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜DeNA,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,.000,.000,.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜DeNA,12,13,13,2,3,0,0,1,6,2,0,0,0,0,0,0,2,0,.231,.462,.231,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ｓ．モヤ,外野手,右投両打,201cm／117kg,1991年8月9日,セナペック高-タイガース,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,46,101,93,5,28,4,0,3,41,16,0,1,0,1,6,1,25,1,.301,.441,.347,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,64,255,242,24,59,7,0,10,96,35,0,0,0,1,10,2,59,7,.244,.397,.278,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
京山　将弥,投手,右投右打,182cm／77kg,1998年7月4日,近江高,2016年ドラフト4位,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜DeNA,13,25,23,1,0,0,0,0,0,0,0,0,0,0,2,0,12,0,.000,.000,.080,13,6,6,0,0,1,0,0,0,.500,267,59,67,10,33,1,42,1,0,38,37,5.64,横浜DeNA,9,12,9,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,.000,.000,.000,9,0,6,0,0,0,0,0,0,.000,173,35.2,45,3,27,0,29,2,1,26,23,5.80
桂　依央利,捕手,右投右打,185cm／90kg,1991年7月9日,太成学院大高-大阪商業大,2013年ドラフト3位,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,47,113,105,8,24,1,1,2,33,7,1,0,5,0,3,0,33,2,.229,.314,.250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,59,164,143,7,26,5,0,3,40,11,0,0,7,1,11,2,38,3,.182,.280,.248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,4,9,8,1,2,0,0,0,2,0,0,0,1,0,0,0,2,0,.250,.250,.250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
吉田　正尚,外野手,右投左打,173cm／83kg,1993年7月15日,敦賀気比高-青山学院大,2015年ドラフト1位,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,63,258,231,35,67,17,0,10,114,34,0,2,0,1,25,1,34,6,.290,.494,.360,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,64,268,228,42,71,11,0,12,118,38,1,1,0,1,38,1,32,9,.311,.518,.410,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,143,598,514,77,165,37,2,26,284,86,3,1,0,8,69,7,74,9,.321,.553,.403,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,143,610,521,92,168,24,2,29,283,85,5,1,0,5,79,5,64,12,.322,.543,.413,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
亀澤　恭平,内野手,右投左打,174cm／77kg,1988年10月15日,作陽高-環太平洋大-四国・香川,2011年育成選手ドラフト2位,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,107,376,331,30,89,6,2,0,99,12,9,8,27,1,15,2,44,3,.269,.299,.304,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,59,137,124,12,28,4,0,0,32,5,5,3,4,1,8,0,20,1,.226,.258,.271,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,98,290,254,31,73,5,0,2,84,13,6,6,18,2,13,3,30,1,.287,.331,.327,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,110,206,185,21,53,2,2,0,59,8,5,3,3,0,17,1,21,2,.286,.319,.350,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,47,49,47,7,6,0,1,0,8,2,0,3,1,0,1,0,5,2,.128,.170,.146,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山本　拓実,投手,右投右打,167cm／71kg,2000年1月31日,市立西宮高,2017年ドラフト6位,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,1,0,0,0,0,0,0,0,0,.000,8,2,1,0,2,0,3,0,0,0,0,0.00,中日,9,13,11,0,1,0,0,0,1,1,0,0,2,0,0,0,8,0,.091,.091,.091,9,3,3,0,0,0,0,0,0,.500,194,45.1,39,4,24,1,27,3,0,15,15,2.98
